voucher_id,haul,strata,tax,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_species,pre_taxid,gb_coi,bold_coi,gb_16s,blast_coi_id,blast_coi_ap,bold_coi_id,bold_coi_ap,blast_16s_id,blast_16s_ap,rev_tax,final_tax_phylum,final_tax_class,final_tax_order,final_tax_family,final_tax_genus,final_tax,final_taxid,bin,bin_congruence,evidence,accession_coi,accession_16s,bold_process_id
FC-22-070-04,70,12,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,Henricia sp.,"99,79",Henricia sp.,"99,79",Henricia cf. pertusa,"99,81",Henricia pertusa,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia pertusa,3254000,BOLD:ACJ9841,concordant,morphological,OZ240472,OZ238662,VMEFC243-25
FC-22-070-05,70,12,Lophaster furcifer,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,0,1,0,Lophaster furcilliger,"96,83",Lophaster furcifer,"99,08",Lophaster furcilliger,"98,51",NA,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,BOLD:ADF4204,concordant,multiple,OZ240473,OZ238663,VMEFC244-25
FC-22-070-06,70,12,Leptychaster arcticus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,0,1,0,NA,NA,NA,NA,Leptychaster propinquus,95,NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,NA,multiple,morphological,NA,OZ238664,VMEFC245-25
FC-22-070-07,70,12,Leptychaster arcticus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,0,1,0,NA,NA,NA,NA,Leptychaster propinquus,95,NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,NA,multiple,morphological,NA,OZ238665,VMEFC246-25
FC-22-070-08,70,12,Novodinia americana,Echinodermata,Asteroidea,Brisingida,Brisingidae,Novodinia,Novodinia americana,3254296,0,0,0,Freyella sp.,"92,86",No match,NA,Novodinia antillensis,"95,5",NA,Echinodermata,Asteroidea,Brisingida,Brisingidae,Novodinia,Novodinia americana,3254296,BOLD:AFL6831,concordant,morphological,OZ240474,OZ238666,VMEFC247-25
FC-22-070-09,70,12,Actinernus nobilis,Cnidaria,Hexacorallia,Actiniaria,Actinernidae,Actinernus,Actinernus nobilis,3279632,0,0,0,Actinernus elongatus,100,No match,NA,NA,NA,NA,Cnidaria,Octocorallia,Actiniaria,Actinernidae,Actinernus,Actinernus nobilis,3279632,BOLD:AGN9229,concordant,morphological,OZ240475,NA,VMEFC248-25
FC-22-070-10,70,12,Mycale sp.,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,NA,86015,LTR,LTR,LTR,Mycale grandis,"93,18",No match,NA,Mycale thielei,"91,94",Mycale (Mycale) aff. lingua,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale) aff. lingua MPL-2024,3384882,BOLD:AHJ0577,concordant,morphological,OZ240476,OZ238667,VMEFC249-25
FC-22-070-11,70,12,Mycale sp.,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,NA,86015,LTR,LTR,LTR,NA,NA,NA,NA,Mycale acerata,"98,4",Mycale (Mycale) lorea,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale) lorea,2978134,NA,no_bin,morphological,NA,OZ238668,VMEFC250-25
FC-22-070-12,70,12,Tremaster mirabilis,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,1,1,1,Tremaster mirabilis,"92,64",Tremaster mirabilis,"99,68",Tremaster mirabilis,"96,84",NA,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,BOLD:AAC7333,multiple,multiple,OZ240477,OZ238669,VMEFC251-25
FC-22-070-13,70,12,Tremaster mirabilis,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,1,1,1,Tremaster mirabilis,"92,93",Tremaster mirabilis,"99,68",Tremaster mirabilis,"96,36",NA,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,BOLD:AHI8541,multiple,multiple,OZ240478,OZ238670,VMEFC252-25
FC-22-070-14,70,12,Tremaster mirabilis,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,1,1,1,Tremaster mirabilis,"92,86",Tremaster mirabilis,"99,85",Tremaster mirabilis,"96,76",NA,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,BOLD:AAC7333,multiple,multiple,OZ240479,OZ238671,VMEFC253-25
FC-22-071-01,71,8,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,Ceramaster cf. arcticus,"97,29",Ceramaster granularis,100,Ceramaster patagonicus,100,NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,BOLD:ACT3080,concordant,morphological,OZ240480,OZ238672,VMEFC254-25
FC-22-071-02,71,8,Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,0,0,0,Weltnerium stroemii,"95,9",No match,NA,Hoekiini sp.,"83,37",Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,BOLD:AHI8288,concordant,multiple,OZ240481,OZ238673,VMEFC255-25
FC-22-071-03,71,8,Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,0,0,0,Weltnerium stroemii,"95,81",No match,NA,Hoekiini sp.,"83,37",Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,BOLD:AHI8288,concordant,multiple,OZ240482,OZ238674,VMEFC256-25
FC-22-071-04,71,8,Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,0,0,0,Weltnerium stroemii,"95,9",No match,NA,Hoekiini sp.,"83,37",Weltnerium stroemii,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii,3384887,BOLD:AHI8288,concordant,multiple,OZ240483,OZ238675,VMEFC257-25
FC-22-071-05,71,8,Colus islandicus,Mollusca,Gastropoda,Neogastropoda,Colidae,Colus,Colus islandicus,2528148,1,1,1,Colus islandicus,"93,5",Colus islandicus,"97,88",Eosipho smithi,"95,89",Colus cf. islandicus,Mollusca,Gastropoda,Neogastropoda,Colidae,Colus,Colus cf. islandicus,2528148,BOLD:AHN3565,multiple,multiple,OZ240484,OZ238676,VMEFC258-25
FC-22-071-06,71,8,Neptunea vinlandica,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Neptunea vinlandica,3205092,0,0,0,Neptunea phoenicea,"96,27",No match,NA,Neptunea purpurea,"98,23",Neptunea despecta,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Neptunea despecta,620489,BOLD:AHJ0452,multiple,morphological,OZ240485,OZ238677,VMEFC259-25
FC-22-075-01,75,3,Actiniaria,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,6103,LTR,LTR,LTR,Bolocera tuediae ,100,Bolocera sp.,100,NA,NA,Bolocera tuediae,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Bolocera,Bolocera tuediae,1163374,BOLD:AAG1974,multiple,multiple,OZ240486,NA,VMEFC260-25
FC-22-078-01,78,8,Anthoptilum grandiflorum,Cnidaria,Octocorallia,Scleralcyonacea,Anthoptilidae,Anthoptilum,Anthoptilum grandiflorum,1150258,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-078-02,78,8,Ctenodiscus crispatus,Echinodermata,Asteroidea,Paxillosida,Ctenodiscidae,Ctenodiscus,Ctenodiscus crispatus,232941,1,1,1,Ctenodiscus crispatus,"99,85",Ctenodiscus crispatus,"99,85",Ctenodiscus crispatus,"99,83",NA,Echinodermata,Asteroidea,Paxillosida,Ctenodiscidae,Ctenodiscus,Ctenodiscus crispatus,232941,BOLD:AAC2685,concordant,multiple,OZ240487,OZ238678,VMEFC261-25
FC-22-078-03,78,8,Ophiura sarsii,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-078-04,78,8,Ophiura sarsii,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-078-05,78,8,Pontaster tenuispinus,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,Pontaster tenuispinus,1037279,1,1,0,NA,NA,NA,NA,Cheiraster (Luidiaster) antarcticus,"93,74",NA,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,Pontaster tenuispinus,1037279,NA,multiple,morphological,NA,OZ238679,VMEFC262-25
FC-22-078-06,78,8,Actiniaria,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,6103,LTR,LTR,LTR,Bolocera tuediae ,100,Bolocera sp.,100,NA,NA,Bolocera tuediae,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Bolocera,Bolocera tuediae,1163374,BOLD:AAG1974,multiple,multiple,OZ240488,NA,VMEFC263-25
FC-22-078-07,78,8,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-078-08,78,8,Polymastia sp.,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,NA,283513,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-078-09,78,8,Ophiura sarsii,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,1,1,1,NA,NA,NA,NA,Ophiura sarsii,"99,8",NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,NA,multiple,multiple,NA,OZ238680,VMEFC264-25
FC-22-078-10,78,8,Ophiura sarsii,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,1,1,1,NA,NA,NA,NA,Ophiura sarsii,"99,76",NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,NA,multiple,multiple,NA,OZ238681,VMEFC265-25
FC-22-078-11,78,8,Pontaster tenuispinus,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,Pontaster tenuispinus,1037279,1,1,0,NA,NA,NA,NA,Cheiraster (Luidiaster) antarcticus,"93,89",NA,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,Pontaster tenuispinus,1037279,NA,multiple,morphological,NA,OZ238682,VMEFC266-25
FC-22-082-01,82,17,Corallimorphus sp.,Cnidaria,Hexacorallia,Corallimorpharia,Corallimorphidae,Corallimorphus,NA,51774,LTR,LTR,LTR,Corallimorphus profundus,"98,85",Corallimorphus profundus,"98,37",NA,NA,NA,Cnidaria,Hexacorallia,Corallimorpharia,Corallimorphidae,Corallimorphus,Corallimorphus sp. MPL-2024,3384858,BOLD:ADC7749,concordant,morphological,OZ240489,NA,VMEFC267-25
FC-22-082-02,82,17,Keratoisis sp.,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Keratoisis,NA,243285,LTR,LTR,LTR,Keratoisis grayi,"99,85",Keratoisis flabellum,100,Lepidisis olapa,"99,67",Keratoisis grayi,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Keratoisis,Keratoisis grayi,1329539,BOLD:AGX9791,concordant,multiple,OZ240490,OZ238683,VMEFC268-25
FC-22-082-03,82,17,Actinernus nobilis,Cnidaria,Hexacorallia,Actiniaria,Actinernidae,Actinernus,Actinernus nobilis,3279632,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-082-04,82,17,Tritonia newfoundlandica,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia newfoundlandica,3223766,0,0,0,Tritonia iocasica,"85,71",No match,NA,Tritonia tetraquetra,"94,54",NA,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia newfoundlandica,3223766,BOLD:AHI8455,concordant,morphological,OZ240491,OZ238684,VMEFC269-25
FC-22-082-05,82,17,Poraniomorpha hispida,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,0,0,0,NA,NA,NA,NA,Poraniomorpha hispida,"99,83",NA,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,NA,concordant,multiple,NA,OZ238685,VMEFC270-25
FC-22-083-01,83,24,Mycale sp.,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,NA,86015,LTR,LTR,LTR,Mycale sp.,"93,1",No match,NA,Mycale thielei,"92,13",Mycale (Mycale) aff. lingua,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale) aff. lingua MPL-2024,3384882,BOLD:AHJ0577,concordant,morphological,OZ240492,OZ238686,VMEFC271-25
FC-22-083-02,83,24,Asconema foliatum,Porifera,Hexactinellida,Lyssacinosida,Rosellidae,Asconema,Asconema foliatum,3115542,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-083-03,83,24,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,1210409,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,Laetmonice producta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-083-04,83,24,Stelletta rhaphidiophora,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta rhaphidiophora,1006808,0,0,0,NA,NA,NA,NA,Geodia barretti,"92,78",Stelletta sp. 2,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta sp. 2 MPL-2024,3384851,NA,no_bin,morphological,NA,OZ238687,VMEFC272-25
FC-22-083-05,83,24,Stelletta rhaphidiophora,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta rhaphidiophora,1006808,0,0,0,NA,NA,NA,NA,Geodia barretti,"92,78",Stelletta sp. 2,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta sp. 2 MPL-2024,3384851,NA,no_bin,morphological,NA,OZ238688,VMEFC273-25
FC-22-083-06,83,24,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia phlegraei,100,Geodia phegraei,100,Geodia barretti,"94,92",NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,BOLD:AAY1449,multiple,multiple,OZ240493,OZ238689,VMEFC274-25
FC-22-083-07,83,24,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia parva,100,Geodia phegraei,100,Geodia barretti,"94,58",Geodia cf. parva,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia cf. parva MPL-2024,3384881,BOLD:AAY1449,concordant,morphological,OZ240494,OZ238690,VMEFC275-25
FC-22-083-08,83,24,Stryphnus sp.,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stryphnus,NA,77190,LTR,LTR,LTR,Stryphnus fortis,100,Stryphnus fortis,100,Geodia barretti,"93,21",Stryphnus fortis,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stryphnus,Stryphnus fortis,1006811,BOLD:ACB4853,concordant,multiple,OZ240495,OZ238691,VMEFC276-25
FC-22-083-09,83,24,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,1210409,LTR,LTR,LTR,Laetmonice cf. Iocasica,"94,17",Laetmonice producta,"99,7",Laetmonice sp.,"95,8",Laetmonice producta,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice producta,2153329,BOLD:ADH4125,multiple,genetic,OZ240496,OZ238692,VMEFC277-25
FC-22-090-01,90,2,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,Henricia sp.,"99,85",Henricia sp.,"99,84",Henricia sp. CLADE D,"99,84",Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sp. MPL-2024,3384861,BOLD:AAD3482,concordant,morphological,OZ240497,OZ238693,VMEFC278-25
FC-22-090-02,90,2,Aplousobranchia,Chordata,Ascidiacea,Aplousobranchia,NA,NA,NA,32436,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-090-03,90,2,Homaxinella sp.,Porifera,Demospongiae,Suberitida,Suberitidae,Homaxinella,NA,942688,LTR,LTR,LTR,NA,NA,NA,NA,Halichondria panicea,"95,15",Plicatellopsis bowerbanki,Porifera,Demospongiae,Suberitida,Suberitidae,Plicatellopsis,Plicatellopsis bowerbanki,2609052,NA,no_bin,morphological,NA,OZ238694,VMEFC279-25
FC-22-090-04,90,2,Melonanchora sp.,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Melonanchora,NA,3297041,LTR,LTR,LTR,NA,NA,NA,NA,Tedania ignis,"94,19",Crella (Pytheas) cutis,Porifera,Demospongiae,Poecilosclerida,Crellidae,Crella,Crella (Pytheas) cutis,2871827,NA,no_bin,morphological,NA,OZ238695,VMEFC280-25
FC-22-090-05,90,2,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-090-06,90,2,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,1,1,1,NA,NA,NA,NA,Ophiopholis aculeata,100,NA,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,NA,multiple,multiple,NA,OZ238696,VMEFC281-25
FC-22-096-01,96,14,Lophaster furcifer,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,0,1,0,Lophaster furcilliger,"98,05",Lophaster furcifer,"99,85",Lophaster furcilliger,"99,41",NA,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,BOLD:ADF4204,concordant,multiple,OZ240498,OZ238697,VMEFC282-25
FC-22-096-02,96,14,Acanella arbuscula,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,1,1,1,Keratoisididae sp.,100,Acanella arbuscula,100,Acanella sp.,"99,79",NA,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,BOLD:AGX9791,concordant,multiple,OZ240499,OZ238698,VMEFC283-25
FC-22-096-03,96,14,Phakellia sp.,Porifera,Demospongiae,Bubarida,Bubaridae,Phakellia,NA,85813,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-096-04,96,14,Pseudarchaster sp.,Echinodermata,Asteroidea,Paxillosida,Pseudarchasteridae,Pseudarchaster,NA,60589,LTR,LTR,LTR,Pseudarchaster alascensis,"99,5",Pseudochaster parelii alacensis,"99,66",Pseudarchaster alascensis,"99,83",Pseudarchaster parelii,Echinodermata,Asteroidea,Paxillosida,Pseudarchasteridae,Pseudarchaster,Pseudarchaster parelii,60590,BOLD:AAD5295,multiple,multiple,OZ240500,OZ238699,VMEFC284-25
FC-22-096-05,96,14,Tritonia newfoundlandica,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia newfoundlandica,3223766,0,0,0,NA,NA,NA,NA,Tritonia iocasica,"93,6",NA,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia newfoundlandica,3223766,NA,concordant,morphological,NA,OZ238700,VMEFC285-25
FC-22-096-06,96,14,Hippasteria phrygiana,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-096-07,96,14,Tremaster mirabilis,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,1,1,1,Tremaster mirabilis,"92,86",Tremaster mirabilis,"99,85",Tremaster mirabilis,"96,84",NA,Echinodermata,Asteroidea,Valvatida,Asterinidae,Tremaster,Tremaster mirabilis,556869,BOLD:AAC7333,multiple,multiple,OZ240501,OZ238701,VMEFC286-25
FC-22-096-08,96,14,Buccinum sp.,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,NA,37540,LTR,LTR,LTR,Buccinum undatum,"97,87",Buccinum cyaneum,"98,03",Buccinum cyaneum,"99,23",Buccinum cf. hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum cf. hydrophanum MPL-2024,3384879,BOLD:AHJ6776,concordant,morphological,OZ240502,OZ238702,VMEFC287-25
FC-22-096-09,96,14,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,54",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240503,NA,VMEFC288-25
FC-22-096-10,96,14,Actinostola sp.,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,NA,478379,LTR,LTR,LTR,Metridioidea indet.,"95,9",Actinostola sp.,"99,84",NA,NA,Actinostola sp.,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,Actinostola sp. MPL-2024,3384846,BOLD:ACM7064,multiple,multiple,OZ240504,NA,VMEFC289-25
FC-22-096-11,96,14,Hippasteria phrygiana,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,1,1,0,NA,NA,NA,NA,Hippasteria phrygiana,"99,83",NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,NA,concordant,multiple,NA,OZ238703,VMEFC290-25
FC-22-099-01,99,25,Ophiomusa lymani,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,Ophiomusa,Ophiomusa lymani,72729,1,0,0,NA,NA,NA,NA,Ophioplinthus inornata,"91,3",Ophioplinthus tessellata,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophioplinthus,Ophioplinthus tessellata,3091035,NA,no_bin,morphological,NA,OZ238704,VMEFC291-25
FC-22-099-02,99,25,Benthoecetes bartletti,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Benthoecetes,Benthoecetes bartletti,2733857,1,1,1,Benthoecetes bartletti ,"99,7",Benthoecetes bartletti ,"99,85",Benthoecetes barletti,"99,81",NA,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Benthoecetes,Benthoecetes bartletti,2733857,BOLD:ACG8238,multiple,multiple,OZ240505,OZ238705,VMEFC292-25
FC-22-099-03,99,25,Stelletta rhaphidiophora,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta rhaphidiophora,1006808,0,0,0,NA,NA,NA,NA,Geodia barretti,"90,52",cf. Stelletta sp. 1,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,cf. Stelletta sp. 1 MPL-2024,3384868,NA,multiple,morphological,NA,OZ238706,VMEFC293-25
FC-22-099-04,99,25,Actinernus nobilis,Cnidaria,Hexacorallia,Actiniaria,Actinernidae,Actinernus,Actinernus nobilis,3279632,0,0,0,Actinernus elongatus,100,No match,NA,NA,NA,NA,Cnidaria,Octocorallia,Actiniaria,Actinernidae,Actinernus,Actinernus nobilis,3279632,BOLD:AGN9229,concordant,morphological,OZ240506,NA,VMEFC294-25
FC-22-099-05,99,25,Actinostola sp.,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,NA,478379,LTR,LTR,LTR,Actinostola georgiana ,100,Actinostola sp.,100,NA,NA,Actinostola callosa,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,Actinostola callosa,2887286,BOLD:AAP1192,multiple,multiple,OZ240507,NA,VMEFC295-25
FC-22-099-06,99,25,Graneledone verrucosa,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Granelodone,Graneledone verrucosa,61714,1,1,1,Graneledone verrucosa ,"99,85",Graneledone verrucosa ,"99,69",Graneledone verrucosa,"99,8",NA,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Granelodone,Graneledone verrucosa,61714,BOLD:ACE4240,concordant,multiple,OZ240508,OZ238707,VMEFC296-25
FC-22-099-07,99,25,Neolithodes grimaldii,Arthropoda,Malacostraca,Decapoda,Lithodidae,Neolithodes,Neolithodes grimaldii,1129392,1,1,0,Neolithodes grimaldii ,100,Neolithodes grimaldii ,100,Neolithodes asperrimus,"99,61",NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Neolithodes,Neolithodes grimaldii,1129392,BOLD:AAF0802,concordant,multiple,OZ240509,OZ238708,VMEFC297-25
FC-22-100-01,100,25,Opisthoteuthidae,Mollusca,Cephalopoda,Octopoda,Opisthoteuthidae,NA,NA,102658,LTR,LTR,LTR,Opisthoteuthis borealis,"99,22",Opisthoteuthis borealis,"98,89",Opisthoteuthis grimaldii,"99,61",Opisthoteuthis cf. borealis,Mollusca,Cephalopoda,Octopoda,Opisthoteuthidae,NA,Opisthoteuthis cf. borealis MPL-2024,3384884,BOLD:AEE7219,concordant,multiple,OZ240510,OZ238709,VMEFC298-25
FC-22-100-02,100,25,Desmophyllum dianthus,Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum dianthus,703462,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-100-03,100,25,Actiniaria,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,6103,LTR,LTR,LTR,Stephanauge nexilis ,"99,69",Stephanauge nexilis ,"99,82",NA,NA,NA,Cnidaria,Hexacorallia,Actiniaria,Amphianthidae,Stephanauge,Stephanauge nexilis,1460104,BOLD:ABV1102,multiple,genetic,OZ240511,NA,VMEFC299-25
